job_title,company_name,location,date_posted,applicant_count,job_description_lines,country,job,experience
data governance analyst,the judge group,united states,1 week ago,15.0,"
location:  remote

description:  our client is currently seeking a data governance analyst to join their team immediately!

type: contract to hire

location: 100% remote

**please note you must be able to work on w2**

this job will have the following responsibilities
create and document data governance standardsfacilitate the development and implementation of data quality standards data protection standards and adoption requirements across the enterprisedevelop & maintain inventory of the enterprise information maps including authoritative systems ownerspartner with individuals from the business and functional areas and it business and operations functions to achieve their data governance objectives; resolve issues escalated from business and functional areas data governance representativesmarket and communicate data governance program in a way that achieves maximum buy in with key stakeholders and senior managementdocument and maintain data governance standards and processesprepare executive presentationscreate corporate communication plan and messaging for data governance program 
qualifications & requirements
bachelors degree and/or equivalent work experience5+ years technical experience in technology business intelligence information systems or other related fieldstrong familiarity with data governance tools methodologies and best practices and information security standardsunderstanding of databases and application deliverycompetency in risk identification and analysis techniquestechnical proficiency in the following:
an advanced ability to interact with various database data warehouse and file storage systems db2 oracle snowflake and hadoop.fluent in data manipulation languages such as sql pl/sql python hive pig.strong knowledge of ddl and tuning techniques.familiar with change management processes. 
contact: erice@judge.com

this job and many more are available through the judge group. find us on the web at www.judge.com
 ",usa,analyst,5.0
data analyst,ontra,new york ny,2 weeks ago,118.0,"
where we work

ontra’s hybrid workplace allows for employees to choose their own adventure: remote in-office or a blend of both!

available remote locations: united states ca co ct fl ga il ma mn nc nj nv ny or pa tn tx ut va wa hong kong singapore united kingdom.

current offices: london los angeles new york city san francisco.

please note that we currently hire exclusively in the remote and office locations listed above and select jobs may have more specific location requirements.

about the opportunity

the data analyst role is a great opportunity for someone who wants to have a direct impact on a growing data organization. you should enjoy getting in the weeds to enhance our teams’ and our products’ data capabilities acting as an advisor to stakeholders on how to best use data and want an environment to build upon your analytical skills

the data analyst will help uncover valuable insights and analyses from our legal product data sets to inform decision making. you will have immediate exposure to product and business metrics: how they are defined evaluated and adopted for driving our business forward. you will work closely with data leadership and product and business stakeholders to perform analyses required to support these metrics. great communication -- both through the visual presentation of insights and through verbal and written reporting on your work -- is key to success in this role.

the data analyst will report directly to the director of data and the location is flexible.*

what you’ll do
become an expert: build deep understanding of ontra’s datasets and answer questions using sql to deliver insights to product and business teamsdata visualization: perform statistical analyses and create informative data visualizations using redash looker and python libraries to support key product initiativeslong term initiatives: collaborate with product to develop metrics and dashboards that support company objectives and key results okrssubject-matter expertise: provide guidance to stakeholders on how to use data in decision making

what you’ll bring
data munging and exploration: experience manipulating data sets and choosing the right data visualizations to inform business decision makingfluency in sql: can construct complex joins filters and aggregations to appropriately answer questions of the data and familiarity with querying databasesintermediate scripting: experience using a scripting language python r etc. in analytical work with a desire to build expertise in pythoneffective communication: excellent communication and problem solving skills and ability to effectively collaborate with functional leadership across the organizationdetail-oriented mindset: a strong attention to detail and a well-reasoned sense of skepticism toward the results of analyses

colorado applicants only: the estimated annual cash salary for this role is $140000. the total compensation package also includes benefits as further detailed below as well as unit-based compensation if applicable. compensation for other locations may vary.*

about ontra

ontra the global leader in contract automation and intelligence combines ai-enabled software with a global network of highly-trained lawyers to offer a comprehensive solution for recurring legal workflows. by streamlining repetitive legal processes and transforming contracts into structured data ontra lowers costs improves quality and reduces turnaround times. ontra is headquartered in san francisco with global operations across north america europe and asia. learn more at www.ontra.ai.

our benefits
competitive salaryopportunity to participate in one of ontra’s unit-based compensation programs medical dental and vision insurance base plans at no additional costemployer-sponsored retirement planshybrid/remote work flexibility & wfh budget equivalent of $1k usdannual professional development stipend equivalent of $2k usd4 months of parental leave 52 weeks for uk employeesunlimited vacationtwice-weekly lunch perkand much more!

inclusivity

ontra is committed to the full inclusion of all qualified individuals. as part of this commitment ontra will ensure that persons with disabilities are provided reasonable accommodations. if reasonable accommodation is needed to participate in the job application or interview process to perform essential job functions and/or to receive other benefits and privileges of employment please contact talent@ontra.ai.
note on pay transparency: ontra provides an estimate of the compensation for roles that may be hired in colorado as required by state regulations. compensation for locations other than colorado may vary based on a location as ontra factors in specific location when benchmarking compensation for most roles; b individual candidate qualifications; and c individual candidate experience. additionally ontra leverages current market data to determine compensation so posted compensation figures are subject to change as new market data becomes available.

note on employment verification: all employees hired will be required to verify identity and eligibility to work in their particular location.

note to external agencies: we are not accepting any blind submissions or resumes/cvs from recruitment agencies. any candidates sent to ontra will not be accepted or considered as a submission without a signed agreement in place.

#bi-remote


 ",usa,analyst,
data analyst chartis center for rural health,the chartis group,united states,2 weeks ago,87.0,"
description
about the chartis groupthe chartis group chartis is a comprehensive advisory and analytics services firm dedicated to the healthcare industry. with an unparalleled depth of expertise in strategic planning performance excellence informatics and technology and health analytics we help leading academic medical centers integrated delivery networks childrens hospitals and healthcare service organizations achieve transformative results.
we are comprised of uniquely experienced senior healthcare professionals and consultants who apply a distinctive knowledge of healthcare economics markets clinical models and technology to help each client address their most pressing issues. we question everything and apply thoughtful and rigorous analysis to each challenge issue and opportunity.
we are lucky to have extraordinarily talented people working in our firm – all brought together around our unifying mission a shared dedication to our core values and the emphasis we place on creating an environment that enriches the experiences of our clients our colleagues and our communities. in this way we find that we are remarkably aligned with our clients. and that has made for achieving some truly great things.the chartis group has offices in boston chicago new york san francisco and nashville . remote work is allowed.
role overviewthe chartis c enter for rural health data analyst is an integral member of our ccrh team working on analytic projects and products that serve our rural healthcare clients and collaborating closely with ccrh client services managers as well as other analysts throughout the firm. the ccrh analyst will provide reporting for multiple client engagements and will also support research pertaining to thought leadership in the rural healthcare space.
responsibilitiesdesigns develops and validates reports and dashboards to measure hospital performance across measures of market share cost quality and finance.requires interfacing with quality directors and various hospital leadership teams to help them understand their data so that they may track and achieve reporting  performance and strategic goals.develop advanced knowledge of database structures and concepts . u se of analytic tools to pull summarize and visualize various metrics for research client requests and national reporting in conjunction with partner organizations required .draw upon healthcare knowledge such as cms payment programs value-based care initiatives  and healthcare policy related to the rural health safety net to highlight relevant implications for clients .performs scheduled updates of ccrh analytic products and research . 
qualifications and desired skillsbachelors degree in science tech engineering or mathematics preferred2-3 years analytic and reporting experience in a health care settingprofessional and effective communication skillsintermediate excel skills; proficient in using powerpoint and wordbasic knowledge of tableau preferredcomfortable manipulating and synthesizing large amounts of dataexperience developing requirements and creating reports to meet business needsfamiliarity with healthcare data  e.g. claims patient satisfaction surveys population health data and analytics preferred 
at the chartis group we pride ourselves on having a diverse workforce. we value and celebrate the uniqueness of individuals and the different perspectives the provide. we offer equal opportunity employment regardless of race color religion gender identity or expression sexual orientation national origin genetics disability status age marital status or protected veteran status.
 ",usa,analyst,3.0
data analyst – remote or london uk – mobile games,opmjobs,london england united kingdom,2 weeks ago,,"
              our client is a leading mobile games developer with over 90 million downloads of their mobile titles and currently seeking an experience data analyst to join their passionate team.

you will be working especially closely with senior management other analysts product managers and the marketing team. helping to lead deeper explorative analyses to directly shape the future direction of their games.

requirements
experience within the games industry.excellent experience in creating sql queries.experience with designing and setting up dashboards in bi tools.knowledge of statistics and experience using statistical packages for analysing datasets.experience within or a passion for games.
responsiblities
writing and maintaining sql queries and sql-driven dashboards.presenting accurate insightful and actionable analysis to the rest of the company including product managers and performance marketers.producing self-conducted deep-dive reports mining available behavioural data to spot barriers to and opportunities for improved performance.assisting in designing and assessing the results of split testing experiments conducted in our games.
benefits include
flexible working hours – core hours 10am-5pmcompetitive salariesthere is a discretionary bonus based on company and individual performance and keep salaries up to date during the annual pay reviewsupport with relocationamazing socials company outings game jams friday night drinks and more!28 days holiday and additional days off between christmas and new year. there is a tenure reward scheme where you will gain extra holidays
interested in finding out more about the studio and project? apply now or call me directly today on +44 0 1206 214425!

tagged as: data analyst
 ",uk,analyst,
cro analyst - remote,harnham,london england united kingdom,1 week ago,8.0,"
cro analyst

£55000 - £65000

london / remote

the most successful and well-established company in its market. a team of intelligent and data-driven analysts with consistent opportunities to upskill and develop.

company

a financial services company in trading and investments with huge market influence and a consistently growing database of customers.

role

the focus of this role will be on the customer journey and helping navigate client relationships. this is a great step for someone passionate about optimisation and helping improve the customer journey in the financial services industry.

skills
a/b testing google analytics passion for optimisation 
benefits

up to £55000 training in optimizley flexible working great benefits package. 

how to apply

please register your interest by sending your cv to holly taylor via the apply link on this page.
 ",uk,analyst,
powerbi analyst homebased competitive salary benefits,remoteworker uk,united kingdom,3 days ago,23.0,"
              powerbi analyst required for an award winning business working remote uk or office-based in dorset. powerbi analyst role & responsibilities gathering understanding and documenting business requirements for bi and mi solutions. creation and maintenance of power bi datasets where applicable developing and maintaining visual reports scorecards and dashboards via power bi desktop migrating existing ssrs reports to power bi. querying sql database sources to produce ad-hoc snapshots of raw data for analysis in excel. contributing and supporting the continuous improvement of bi and mi information requirements: 18 months of experience in designing creating and maintaining data analytics solutions in a power bi dax queries. youll be experienced in consuming data from sql databases ssas models and web data rest api any experience with advanced excel functions including power query and mdx is an advantage. any experience developing custom visualisations is beneficial as is any experience working in a multi developer environment. exposure to sql reporting services ssrs sql analysis services ssas sql integration services ssis/etl processes is beneficial. benefits regular bonuses remote working available company-funded industry recognised certified training courses/qualifications private healthcare holidays: 25 days plus bank holidays company pension scheme shopping discount scheme free parking cycle to work scheme casual dress code long-term career progression opportunities team-oriented culture additional information: working hours: 37.5 hours per week; monday to friday 9:00am - 5:30pm with some flexiable working options. how to apply: to apply for the powerbi analyst role please submit your cv or for more information please contact charmaine padfield at bond williams 01202 233777 ext 4 for it team. bond williams professional recruitment are an equal opportunity employer and operate as an employment business and recruitment agency
 ",uk,analyst,0.0
data analyst,brooksource,united states,1 week ago,,"
junior data analyst6-12 month contract to hirefully remote
brooksource is searching for a junior data analyst to join our fortune 50 health insurance partner to assist with a variety of tasks within their vbc platform value-based care as well as workstreams supporting their edw enterprise data warehouse. as a junior data analyst you will be responsible for compiling and running various reports for the vbc platform utilizing power bi seek out opportunities to improve efficiencies and find optimizations within the platform collaborate with stakeholders and present your findings and general ad-hoc support. this position is through brooksources elevate program and will include additional technical training including but not limited to: snowflake power bi aws sql informatica python etc.
the junior data analyst in this role will experience a dynamic team environment and the opportunity to grow into technology areas within the organization based upon interest and availability. additional opportunities can include: etl work supporting clients migration from on-prem edw into snowflake aws work within their data lake team etc.
daily you will:create help and support python code in vbc platformbuild reports within power biseek out opportunities for optimization improve efficiencies within vbc platformpresent findings to leadershipkeep track and log necessary issues within vbc platform and/or service nowparticipate in guided mentorship from senior level team members and management in the edw environmentreceive hands on training that can be used to improve skillsets in the following areas: power bi snowflake aws sql python.
skillset:bachelor’s degree preferably in cs mis or any related fieldstrong background and core coursework in python developmentstrong background and proficiency within ms office suite excel - data analytics and visualization reports pivot tables v-look ups etc. powerpoint office etc.strong background in python libraries like pandas numpy matplotlib etc.strong background and core coursework in sql/relational database proficiencyqueries views stored procedures triggers etc.knowledge of scrum and agile methodologiesstrong coding and troubleshooting skillsideally experience and/or interest in power bi snowflake awshealthcare experience and/or project/internship experience within power bi snowflake or aws a plus
 qualities of a top candidate:strong interpersonal skills and written/oral communication skills to work effectively with business partners peer it resources and all levels of managementability to reason logically analyze and evaluate performance data and information and draw appropriate conclusionseager and excited learned looking to grow current development and application support skillsability to multitask effectivelyself-starter and capable of working with minimum oversightpositive and questioning attitude
 ",usa,analyst,
analyst data services- amerispeak - remote,norc at the university of chicago,chicago il,2 weeks ago,67.0,"
job description

amerispeak is a fast growing fast-paced innovative probability-based panel housed within norc at the university of chicago a world leader in research excellence. the data services analyst/senior analyst is a fantastic opportunity to develop hone and use your database and data analysis skills in projects involving important and cutting-edge survey research. the projects you will be working on cover a wide variety of topics that impact our world today. you will have the opportunity to work with multidisciplinary cross-functional teams.

the data service analyst/senior analyst is responsible through data review for strategizing questionnaire design programming and data strategies as they relate to client projects and/or norc-owned profile and auxiliary data. a data analyst/senior analyst ensures survey data quality through reviewing and validating simulated and respondent survey data throughout the field period using appropriate statistical applications; and importing cleaning and transforming raw data for eventual client delivery using appropriate statistical applications and summarizing information into charts graphs banners and tables.

norc recognizes that talented and skilled researchers live throughout the u.s. and actively supports remote work arrangements.

as a condition of employment all norc employees and contractors – including those working remotely - must be fully vaccinated as defined by current cdc guidance against covid-19.

department: amerispeak

amerispeak is housed within norc’s business ventures and innovation bvi group. this diverse team is dedicated to norc’s future in the context of accelerating change within the social science research industry. we are focused on evolutionary yet bold changes that will build upon and expand our traditional strengths to ensure a future of increased relevance deeper impact and long-term sustainability. amerispeak a primary example of innovation delivers quality typical of more traditional scientific survey methods with the affordability and speed of online surveys. see https://amerispeak.norc.org/ for more information.

responsibilities
help to program and develop automation data processes and efficiencies.build transform validate and clean client data and/or norc-owned profile and auxiliary data using a variety of techniques.review simulated and pretest data to check on the quality of questionnaire design and programming. review final client data to ensure data and data deliverables are error free most accessible by clients internal or external and of the highest quality.cleans and prepares raw data for weighting and client delivery; conducts ad hoc data analyses using statistical applications such r spss od sas and summarizes information into tables graphs and text.performs quality control testing on programmed surveys in the phone and web modes and manages questionnaire revisions throughout the testing cycle. drafts feedback for project managers and programming staff.prepare codebooks and questionnaire documentation for client surveys and survey data and/or norc-conducted surveys and data.performs other duties as assigned.
required skills
bachelors or master’s degree in math statistics computer science data science market research or social science related field.working knowledge of statistics mathematics machine learning scientific methods of inquiry and/or survey research. experience with data and quantitative methods.the ideal candidate has experience in positions of increasing responsibility working with data and conducting statistical and quantitative analysis ideally in a survey research environment. for an analyst we are looking for a minimum of 1 year worth of experience. for a senior analyst we are looking for 3 years minimum of working experience.strong problem solving quantitative data analysis time management personal organization logical thinking attention to detail discretion and composure skills.to manage multiple projects with agility to organize and prioritize work assignments to meet project needs to work effectively and collaboratively with colleagues across multiple teams and to work with minimal supervision.strong communication and interpersonal skills. strong technical writing skills.ability to work on multiple projects at the same time with agility and to work effectively with team members multiple departments stakeholders and internal/external clients.ability to work effectively and collaboratively with minimal supervision.the candidate must have experience with statistical and database management software. knowledge of and experience with r programming is most strongly preferred especially for the purposes of developing automated data processes. knowledge of spss and spss syntax is also a strong plus. ideal for candidates to have good working experience with database tools such as sql python etc. must have experience with microsoft office software including word processing spreadsheets and graphics outlook word excel and powerpoint. experience with on-line survey or cati software is a plus.
what we do

norc at the university of chicago is an objective non-partisan research institution that delivers reliable data and rigorous analysis to guide critical programmatic business and policy decisions. since 1941 our teams have conducted groundbreaking studies created and applied innovative methods and tools and advanced principles of scientific integrity and collaboration. today government corporate and nonprofit clients around the world partner with us to transform increasingly complex information into useful knowledge.

who we are

for over 75 years norc has evolved in many ways moving the needle with research methods technical applications and groundbreaking research findings. but our tradition of excellence passion for innovation and commitment to collegiality have remained constant components of who we are as a brand and who each of us is as a member of the norc team. with world-class benefits a business casual environment and an emphasis on continuous learning norc is a place where people join for the stellar research and analysis work for which we’re known and stay for the relationships they form with their colleagues who take pride in the impact their work is making on a global scale.

eeo statement: norc is an affirmative action equal opportunity employer that values and actively seeks diversity in the workforce. norc evaluates qualified applicants without regard to race color religion sex national origin disability veteran status sexual orientation gender identity and other legally- protected characteristics.

 ",usa,analyst,1.0
data analyst!,"""champions bar & grill""",united states,9 minutes ago,3.0,"
summary:data analyst is responsible for maintaining customer satisfaction by providing the utmost best customer service by entering orders for a specific company or customers accurately. data entry clerks are expected to carry out a wider range of office administrative functions. data entry is an essential administrative job that requires accuracy speed and competency.
primary responsibilitiesreading source documents and enter information into specific fields· review and analyze data to confirm authenticity and accuracy of company data.responsible for accurately inputting a high volume of customer orders and information into the company’s database create work orders for customers ensuring information is accuratecommunicates with appropriate department of order when neededreviews discrepancies in entered data makes appropriate corrections or requests clarification as neededcomfortable in a fast-paced environment self-motivated and flexibleability to multitaskdetail-oriented strong attention to detailother duties assigned as neededqualifications:high school diploma or equivalentminimum of 1 year of data entry experience requiredstrong ms office word excel outlook skills requiredexpert in excelhighly self-motivated and well organizedexcellent communication skills written and verbalstrong attention to detail confidentiality and thoroughness requiredmust be reliable have exceptional attendance and punctuality

 ",usa,analyst,1.0
data quality analyst - remote,mufg,arizona united states,3 weeks ago,2.0,"
do you want your voice heard and your actions to count? 

discover your opportunity with mitsubishi ufj financial group mufg the 5th largest financial group in the world. across the globe we’re 180000 colleagues striving to make a difference for every client organization and community we serve. we stand for our values building long-term relationships serving society and fostering shared and sustainable growth for a better world.

with a vision to be the world’s most trusted financial group it’s part of our culture to put people first listen to new and diverse ideas and collaborate toward greater innovation speed and agility. this means investing in talent technologies and tools that empower you to own your career.

join mufg where being inspired is expected and making a meaningful impact is rewarded.

this is a remote position. a member of our recruitment team will discuss location preferences with you in more detail.

responsibilities

the data quality analyst for operations is an important supportive role with high visibility. candidate should be highly motivated and should have a proven ambitious spirit. intellectual curiosity and a strong work ethic are important characteristics. key responsibilities include but are not limited to:

track and report owned data quality problems and issuesprovide updates on the progress of dq problemsperform remediation activities identified through data quality problem management process; utilize multiple bank systems to complete changes within established turnaround times and have a high level of accuracyparticipate in user acceptance testing uat in efforts sponsored by the business unit which impact datamotivated and hardworking self-study is expected to learn all processes in operationsan in-depth knowledge of assigned business processes is expected to be learned over timeback up for weekly and monthly data monitoring processes for data quality and operational incidentsdocument details and add updates for dq problems in the enterprise standard toolupdate and maintain internal procedure documents

skills and prerequisites:

minimum 3 years of recent demonstrated knowledge performing data analysisexperience preferred in banking industry familiarity with operations in financial servicesexcellent verbal and written communication skillsanalytical skills & problem-solving capabilitiesself-motivated and able to work unsupervised manage time and escalate as appropriate

the above statements are intended to describe the general nature and level of work being performed. they are not intended to be construed as an exhaustive list of all responsibilities duties and skills required of personnel so classified.

we are proud to be an equal opportunity/affirmative action employer and committed to leveraging the diverse backgrounds perspectives and experience of our workforce to create opportunities for our colleagues and our business. we do not discriminate on the basis of race color national origin religion gender expression gender identity sex age ancestry marital status protected veteran and military status disability medical condition sexual orientation genetic information or any other status of an individual or that individual’s associates or relatives that is protected under applicable federal state or local law.

some mufg roles require that individuals be fully vaccinated against covid-19 subject to exemptions for medical or religious reasons as well as any other reason required by applicable law or order. should you be selected for an interview your recruiter will provide additional information.

 ",usa,analyst,
junior analyst,vanderhouwen,portland or,5 days ago,71.0,"
              job id: 57312

junior analyst

our portland based client is looking for a junior analyst to support their team! this is an excellent resume-building opportunity with a large service-based organization that aims to benefit the community. the ideal candidate has an analytical mindset strong problem-solving skills and enjoys working with numbers.

this is a remote opportunity.

junior analyst responsibilities
perform calculations on rates related to proposals. analyze incoming data from internal members of the field. translate findings to potential quotes for products. assign incoming work to the correct department. 

junior analyst qualifications
2+ years of related experience.degree in accounting finance business or related field is a plus.strong mathematical skills and proficiency with ms office suite.excellent communication skills with an emphasis on customer service.effective time management skills.

salary: $20/hr+ doe benefits

benefits are available to eligible vanderhouwen contractors and include coverage for medical dental vision life insurance short and long term disability and matching 401k.

about vanderhouwen

vanderhouwen is an award-winning women-owned wbenc certified professional staffing firm. founded in 1987 vanderhouwen has been successfully placing experienced professionals throughout the pacific northwest and nationwide. our recruitment teams are highly specialized in either technology and it engineering or accounting and finance career markets. our recruiters value building meaningful professional relationships with each candidate as well as developing honed knowledge of companies staffing needs and workplaces. partner with us to land your next exciting career.

vanderhouwen is an equal opportunity employer and participates in e-verify. vanderhouwen does not discriminate on the basis of race color religion sex national origin age disability or any other characteristic protected by applicable local state or federal civil rights laws.

#af3

 ",usa,analyst,2.0
encounters data analyst,codeworks it careers,wisconsin united states,1 month ago,3.0,"
              codeworks is an it services firm in se wisconsin known for our strong commitment to quality and for our direct client relationships.

 a data analyst with encounter experience for a direct hire 100% remote role with a software company based out of wisconsin.  what are important things that you need to know?  position can be fully remote  schedule: flexible but must be able to work the majority of hours during core business hours 8am - 5pm cst  must have ability to write scripts strong sql skills 
 what will you be doing for us? 

ensure accurate and timely encounter/rejection file processing and submission to state and/or client. utilize knowledge of overall claims process to provide input on encounter/rejection opportunities for improvements and to resolve/reduce encounter rejection errors.

 what will you be working on every day? 
 engage with encounters team in understanding steps of encounter/rejection process to state/client.  develop and maintain controls over the encounter processed data and systems set up through developing and implementing auditing procedures and identifying potential claim audit exposures.  interpret and understand state encounter/rejection requirements for multiple markets.  resolve complex encounter inquiries by analyzing data and related enrollment claims and authorizations records and determine appropriate action to be taken.  resolve escalated issues on behalf of edi staff. work with internal staff as needed to ensure resolution of escalated issues related to encounters/rejections.  submit accurate and timely encounter acceptance rate reports by running and analyzing exception reports and reviewing and correcting rejection code errors/issues.  identify trends and suggest and develop efficiencies in the review of reports and other documentation by reviewing procedures and making appropriate suggestions and adjustments to procedures.  continually evaluate overall process and roles within the process for potential improvements.  participate in state/client discussions to act as subject matter expert and provide input on suggested process improvements. 
 what qualifications do you need to have to be good candidate?  required level of education licenses and/or certificates associate degree in business administration/healthcare or equivalent years of related work experience.  required level of experience 2 years of prior job-related experience demonstrating strong analytical capabilities  strong sql skills  required knowledge skills and abilities basic knowledge of microsoft software outlook excel and word.  comprehensive knowledge/understanding of claim processing/resolution.  exceptional written and verbal communication skills.  excellent attention to detail  high degree of accuracy  ability to contribute to team effort and evaluate processes for potential improvements.  ability to take initiative and show ownership for outcomes.  ability to work effectively with multiple interruptions.  ability and willingness to work overtime. 
 what qualifications do you need to have to be great candidate?  preferred level of education license and/or certificates bachelor’s degree in a related field  preferred level of experience 2 years of experience in dental claim processing/resolution.  preferred knowledge skills and abilities knowledge of health or dental procedures coding and terminology.  comprehensive knowledge/understanding of dental claim processing/resolution. 
 local candidates to milwaukee area will be given priority but role is 100% remote.  if you feel that you meet the qualifications listed above and are open to working in the milwaukee area please forward your resume in word format  to kristy.harmann@codeworks-inc.com .

about codeworks

headquartered in milwaukee wi with an office in madison wi—codeworks has over 23+ years of experience serving fortune 1000 companies in wisconsin as well as our clients national locations. our recruiting team is extremely good at evaluating advising and connecting it professionals with new opportunities that will satisfy their expectations both in salary and opportunity for growth.

for more information please visit our website at: www.codeworks-inc.com.

 for priority career/job posting updates please follow us on twitter: @codeworksit
 ",usa,analyst,2.0
sustainability data analyst,sustain.life,new york ny,1 week ago,181.0,"
              were looking for a sustainability analyst who has a background in sustainability data management with emphasis on emissions data. the analyst will support the sustainability teams technical work with research project management and project work in the areas of emissions accounting target-setting reporting and more. this role will report to our associate director of sustainability and work closely with our sustainability team.

the ideal candidate will be well-versed in international emission factor sets and methodologies data compilation and data quality management. 

in this role your core responsibilities will include: 
support the sustainability team with projects that help build and maintain our feature set understanding that priorities can shift frequently in a start-up environmentdiligently manage data sets that are the backbone of our emissions calculations including periodic updates data quality checks documenting sources etc. perform research to help us improve our assumptions factors calculations methodologies and benchmarksparticipate in brainstorming sessions and test new toolsmaintain file structures and keep information organized helps us stay on top of best practices in the emissions accounting decarbonization and target-setting space 

who you are:
you have a bachelors degree or equivalent in a relevant field e.g. environmental analytics environmental informatics data science statistics you have advanced excel skills you have basic data management skills; code-based experience is a plus youve worked for a minimum of two years in a sustainability data management role preferably in a corporate environmentyou understand emission factors sources and methodologies in international marketsyoure at least somewhat familiar with emissions accounting and reporting standards you have excellent research skills including the ability to quickly distill relevant information interpret sustainability information e.g. standards regulations and properly document sourcesyour attention to detail is outstandingyoure a highly organized individualyoure able to communicate effectively and have excellent writing skillsflexibility and multitasking skills are a plus! 

bonus - experience wed love to see
startup experience. youve helped build new businesses from the ground upa passion for sustainability - you care about climate change and want to be part of the solution

interested?

great - wed love to talk to you! please apply directly to the role on our website https://boards.greenhouse.io/sustainlife.

if you dont check every box dont let that stop you. we prioritize talent passion and drive over what looks good on paper. if youre on the fence we encourage you to hit the apply button and highlight what draws you to sustain.life.

sustain.life is an equal opportunity employer - minority/women/disability/veteran/gender identity/sexual orientation/age

who we are:

sustain.life is an early-stage climate tech start-up that focuses on providing esg solutions to our customers to support their ambitions to address the most challenging questions of our time. our sustainability platform offers innovative technology solutions and industry experience to support business targets personal goals and a vision of a sustainable future for everybody on the planet.

join us in our mission! we are a fully remote workforce collaborating across us uk and ireland. we have an incredible team of world-class experts designers and technologists developing our sustainability platform and we were finalists in the 2022 sxsw. we believe in our mission and we are looking for like-minded individuals to join us and help us grow.

at sustain.life we take our mission seriously. in 2021 our entire carbon footprint was only 120 metric tons of carbon which we offset on behalf of our employees. our platform helps us understand our impact on the environment and to take the necessary steps to reduce that impact.
 ",usa,analyst,
data analyst dayforce specialist,dice,united states,35 minutes ago,43.0,"
              dice is the leading career destination for tech experts at every stage of their careers. our client zeektek is seeking the following. apply via dice today!

3-6 month contract to hire position for a data analyst with experience working with dayforce reporting and project management. experience with microsoft office is great as well.

100% remote

day to day:
meet with business partners to gather requirements related to reporting needs for dayforce and identify potential solutionsperform project management tasks related to the deployment of dayforce reportsfollow defined processes and best practices for deploying reports and maintaining report security in dayforcesupport internal and external centene team members for tier three questions regarding dayforce reporting as needed

what previous job titles or background work will in this role?
reporting specialistdata analytics specialistimplementation consultantbusiness analysthris analystsystems consultant/specialist

internal/external groups with which the candidate will interface:

centene payroll benefits compensation accounting federal services and it teams. will also work with our current payroll vendor ceridian.

required skills/experience:

preferred skills/ experience:

dayforce reporting experience

pmp cpp and/or dayforce certifications

project management or facilitation

technical writing/documentation skills

education requirement:

education preferred:

software skills required:

dayforce ms office
 provided by dice


 ",usa,analyst,
